document_id,customer_id,doc_type,created_at,title,language,format,content
D002267,C0404,bank_statement,2024-12-30T04:31:10,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: North Enterprises
Region: Territories

## Cash inflows

- Sales deposits: 6,394 CAD

## Cash outflows

- Payroll: 1,439 CAD
- Rent and occupancy: 384 CAD
- Operating expenses and suppliers: 807 CAD
- Loan payment: 2,303 CAD

## Month end summary

- Net cash flow (approximate): 1,461 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002268,C0404,underwriting_memo,2025-03-19T04:31:10,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: North Enterprises
Loan product: Equipment Loan
Requested amount: 389,297 CAD
Reported annual revenue: 93,668 CAD
Internal risk rating: 8 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 2

## Leverage and capacity

- Requested amount is high relative to reported revenue.
- Overall risk profile is elevated and may require additional conditions or collateral.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D002269,C0404,compliance_summary,2024-02-28T04:31:10,Compliance Summary,en,markdown,"# Compliance Summary

Business: North Enterprises
Region: Territories
Relationship length: 4.0 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002270,C0405,financial_statement,2024-11-20T04:32:40,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Pioneer Studios
Industry: Manufacturing
Reported annual revenue: 598,097 CAD

## Income Statement (simplified)

- Revenue: 598,097 CAD
- Cost of goods sold: 326,088 CAD
- Payroll: 97,009 CAD
- Rent and occupancy: 19,102 CAD
- Other operating expenses: 50,701 CAD

**EBITDA (approximate): 105,197 CAD**

## Notes

- Loan request under review: 81,173 CAD
- Figures are rounded and based on management provided statements.
"
D002271,C0405,tax_return,2023-09-22T04:32:40,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Pioneer Studios
Region: Prairies
Tax year: 2024

## Income

- Gross business income: 598,097 CAD

## Deductions and expenses

- Deductible expenses: 397,746 CAD
- Taxable income: 200,351 CAD

## Tax computation

- Applied tax rate: 23%
- Tax due: 46,080 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002272,C0405,bank_statement,2024-05-16T04:32:40,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Pioneer Studios
Region: Prairies

## Cash inflows

- Sales deposits: 59,001 CAD

## Cash outflows

- Payroll: 17,598 CAD
- Rent and occupancy: 3,042 CAD
- Operating expenses and suppliers: 9,460 CAD
- Loan payment: 455 CAD

## Month end summary

- Net cash flow (approximate): 28,446 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002273,C0405,underwriting_memo,2024-12-28T04:32:40,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Pioneer Studios
Loan product: Term Loan
Requested amount: 81,173 CAD
Reported annual revenue: 598,097 CAD
Internal risk rating: 8 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 1

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Overall risk profile is elevated and may require additional conditions or collateral.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- There is a non trivial risk that the client may refinance or move their relationship if pricing is not competitive.
"
D002274,C0405,compliance_summary,2024-09-17T04:32:40,Compliance Summary,en,markdown,"# Compliance Summary

Business: Pioneer Studios
Region: Prairies
Relationship length: 5.4 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions suggest frustration with pricing and service levels, which may increase the chance of relationship exit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002275,C0406,financial_statement,2025-03-02T04:34:58,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Silver Solutions
Industry: Professional Services
Reported annual revenue: 108,674 CAD

## Income Statement (simplified)

- Revenue: 108,674 CAD
- Cost of goods sold: 51,986 CAD
- Payroll: 19,629 CAD
- Rent and occupancy: 6,665 CAD
- Other operating expenses: 12,976 CAD

**EBITDA (approximate): 17,418 CAD**

## Notes

- Loan request under review: 384,921 CAD
- Figures are rounded and based on management provided statements.
"
D002276,C0406,tax_return,2025-01-29T04:34:58,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Silver Solutions
Region: Quebec
Tax year: 2024

## Income

- Gross business income: 108,674 CAD

## Deductions and expenses

- Deductible expenses: 73,966 CAD
- Taxable income: 34,708 CAD

## Tax computation

- Applied tax rate: 23%
- Tax due: 7,982 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002277,C0406,bank_statement,2024-01-27T04:34:58,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Silver Solutions
Region: Quebec

## Cash inflows

- Sales deposits: 7,711 CAD

## Cash outflows

- Payroll: 2,145 CAD
- Rent and occupancy: 503 CAD
- Operating expenses and suppliers: 786 CAD
- Loan payment: 1,494 CAD

## Month end summary

- Net cash flow (approximate): 2,783 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002278,C0406,bank_statement,2024-12-29T04:34:58,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Silver Solutions
Region: Quebec

## Cash inflows

- Sales deposits: 9,708 CAD

## Cash outflows

- Payroll: 2,347 CAD
- Rent and occupancy: 974 CAD
- Operating expenses and suppliers: 2,131 CAD
- Loan payment: 1,494 CAD

## Month end summary

- Net cash flow (approximate): 2,762 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002279,C0406,compliance_summary,2023-10-20T04:34:58,Compliance Summary,en,markdown,"# Compliance Summary

Business: Silver Solutions
Region: Quebec
Relationship length: 0.2 years

## KYC and AML status

- This is a relatively new relationship, so full KYC has been requested before disbursement.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002280,C0407,financial_statement,2024-05-09T04:37:08,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Blue Enterprises
Industry: Tech Startup
Reported annual revenue: 137,087 CAD

## Income Statement (simplified)

- Revenue: 137,087 CAD
- Cost of goods sold: 79,129 CAD
- Payroll: 26,474 CAD
- Rent and occupancy: 10,430 CAD
- Other operating expenses: 16,299 CAD

**EBITDA (approximate): 4,755 CAD**

## Notes

- Loan request under review: 388,363 CAD
- Figures are rounded and based on management provided statements.
"
D002281,C0407,tax_return,2023-11-26T04:37:08,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Blue Enterprises
Region: Prairies
Tax year: 2024

## Income

- Gross business income: 137,087 CAD

## Deductions and expenses

- Deductible expenses: 103,047 CAD
- Taxable income: 34,040 CAD

## Tax computation

- Applied tax rate: 23%
- Tax due: 7,829 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002282,C0407,bank_statement,2025-05-06T04:37:08,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Blue Enterprises
Region: Prairies

## Cash inflows

- Sales deposits: 14,828 CAD

## Cash outflows

- Payroll: 4,076 CAD
- Rent and occupancy: 1,634 CAD
- Operating expenses and suppliers: 2,580 CAD
- Loan payment: 2,297 CAD

## Month end summary

- Net cash flow (approximate): 4,241 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002283,C0407,bank_statement,2024-11-13T04:37:08,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Blue Enterprises
Region: Prairies

## Cash inflows

- Sales deposits: 14,770 CAD

## Cash outflows

- Payroll: 2,956 CAD
- Rent and occupancy: 1,135 CAD
- Operating expenses and suppliers: 3,257 CAD
- Loan payment: 2,297 CAD

## Month end summary

- Net cash flow (approximate): 5,125 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002284,C0407,underwriting_memo,2023-12-18T04:37:08,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Blue Enterprises
Loan product: Real Estate Loan
Requested amount: 388,363 CAD
Reported annual revenue: 137,087 CAD
Internal risk rating: 8 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 0

## Leverage and capacity

- Requested amount is high relative to reported revenue.
- Overall risk profile is elevated and may require additional conditions or collateral.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D002285,C0407,compliance_summary,2024-12-23T04:37:08,Compliance Summary,en,markdown,"# Compliance Summary

Business: Blue Enterprises
Region: Prairies
Relationship length: 0.3 years

## KYC and AML status

- This is a relatively new relationship, so full KYC has been requested before disbursement.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002286,C0408,tax_return,2023-10-04T04:38:25,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Pioneer Services
Region: Territories
Tax year: 2024

## Income

- Gross business income: 9,799,686 CAD

## Deductions and expenses

- Deductible expenses: 6,757,663 CAD
- Taxable income: 3,042,023 CAD

## Tax computation

- Applied tax rate: 23%
- Tax due: 699,665 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002287,C0408,bank_statement,2024-10-06T04:38:25,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Pioneer Services
Region: Territories

## Cash inflows

- Sales deposits: 741,478 CAD

## Cash outflows

- Payroll: 212,294 CAD
- Rent and occupancy: 67,752 CAD
- Operating expenses and suppliers: 107,182 CAD
- Loan payment: 275 CAD

## Month end summary

- Net cash flow (approximate): 353,975 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002288,C0408,underwriting_memo,2024-02-12T04:38:25,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Pioneer Services
Loan product: Real Estate Loan
Requested amount: 39,407 CAD
Reported annual revenue: 9,799,686 CAD
Internal risk rating: 9 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 1

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Overall risk profile is elevated and may require additional conditions or collateral.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D002289,C0408,compliance_summary,2024-12-22T04:38:25,Compliance Summary,en,markdown,"# Compliance Summary

Business: Pioneer Services
Region: Territories
Relationship length: 5.0 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002290,C0409,financial_statement,2024-08-21T04:39:38,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Atlas Retail
Industry: E-commerce
Reported annual revenue: 7,498,405 CAD

## Income Statement (simplified)

- Revenue: 7,498,405 CAD
- Cost of goods sold: 4,025,919 CAD
- Payroll: 1,331,337 CAD
- Rent and occupancy: 385,666 CAD
- Other operating expenses: 707,588 CAD

**EBITDA (approximate): 1,047,895 CAD**

## Notes

- Loan request under review: 268,165 CAD
- Figures are rounded and based on management provided statements.
"
D002291,C0409,tax_return,2024-12-28T04:39:38,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Atlas Retail
Region: Atlantic
Tax year: 2024

## Income

- Gross business income: 7,498,405 CAD

## Deductions and expenses

- Deductible expenses: 4,932,375 CAD
- Taxable income: 2,566,030 CAD

## Tax computation

- Applied tax rate: 21%
- Tax due: 538,866 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002292,C0409,bank_statement,2024-05-15T04:39:38,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Atlas Retail
Region: Atlantic

## Cash inflows

- Sales deposits: 656,499 CAD

## Cash outflows

- Payroll: 214,624 CAD
- Rent and occupancy: 38,936 CAD
- Operating expenses and suppliers: 119,559 CAD
- Loan payment: 1,562 CAD

## Month end summary

- Net cash flow (approximate): 281,818 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002293,C0409,underwriting_memo,2024-01-08T04:39:38,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Atlas Retail
Loan product: Term Loan
Requested amount: 268,165 CAD
Reported annual revenue: 7,498,405 CAD
Internal risk rating: 6 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 0

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Risk profile is moderate with a few points to clarify.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D002294,C0410,financial_statement,2024-12-22T04:41:21,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Prime Foods
Industry: Professional Services
Reported annual revenue: 7,049,342 CAD

## Income Statement (simplified)

- Revenue: 7,049,342 CAD
- Cost of goods sold: 4,767,856 CAD
- Payroll: 1,737,838 CAD
- Rent and occupancy: 331,999 CAD
- Other operating expenses: 896,420 CAD

**EBITDA (approximate): -684,771 CAD**

## Notes

- Loan request under review: 372,902 CAD
- Figures are rounded and based on management provided statements.
"
D002295,C0410,tax_return,2024-11-29T04:41:21,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Prime Foods
Region: Ontario
Tax year: 2024

## Income

- Gross business income: 7,049,342 CAD

## Deductions and expenses

- Deductible expenses: 4,296,461 CAD
- Taxable income: 2,752,881 CAD

## Tax computation

- Applied tax rate: 21%
- Tax due: 578,105 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002296,C0410,bank_statement,2024-08-25T04:41:21,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Prime Foods
Region: Ontario

## Cash inflows

- Sales deposits: 651,308 CAD

## Cash outflows

- Payroll: 175,827 CAD
- Rent and occupancy: 50,095 CAD
- Operating expenses and suppliers: 100,574 CAD
- Loan payment: 1,789 CAD

## Month end summary

- Net cash flow (approximate): 323,023 CAD
- Overdraft events this month: Yes

These figures are a synthetic summary and do not include every transaction.
"
D002297,C0410,bank_statement,2024-10-11T04:41:21,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Prime Foods
Region: Ontario

## Cash inflows

- Sales deposits: 743,650 CAD

## Cash outflows

- Payroll: 226,766 CAD
- Rent and occupancy: 55,759 CAD
- Operating expenses and suppliers: 97,181 CAD
- Loan payment: 1,789 CAD

## Month end summary

- Net cash flow (approximate): 362,155 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002298,C0410,underwriting_memo,2024-12-27T04:41:21,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Prime Foods
Loan product: Equipment Loan
Requested amount: 372,902 CAD
Reported annual revenue: 7,049,342 CAD
Internal risk rating: 3 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 1

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Risk profile is currently assessed as low.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D002299,C0410,compliance_summary,2023-11-27T04:41:21,Compliance Summary,en,markdown,"# Compliance Summary

Business: Prime Foods
Region: Ontario
Relationship length: 7.3 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002300,C0411,financial_statement,2024-05-23T04:43:46,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Prime Tech
Industry: Construction
Reported annual revenue: 1,289,356 CAD

## Income Statement (simplified)

- Revenue: 1,289,356 CAD
- Cost of goods sold: 598,266 CAD
- Payroll: 447,720 CAD
- Rent and occupancy: 113,395 CAD
- Other operating expenses: 186,071 CAD

**EBITDA (approximate): -56,096 CAD**

## Notes

- Loan request under review: 208,107 CAD
- Figures are rounded and based on management provided statements.
"
D002301,C0411,tax_return,2024-12-05T04:43:46,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Prime Tech
Region: Quebec
Tax year: 2024

## Income

- Gross business income: 1,289,356 CAD

## Deductions and expenses

- Deductible expenses: 870,537 CAD
- Taxable income: 418,819 CAD

## Tax computation

- Applied tax rate: 21%
- Tax due: 87,951 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002302,C0411,bank_statement,2024-10-21T04:43:46,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Prime Tech
Region: Quebec

## Cash inflows

- Sales deposits: 112,554 CAD

## Cash outflows

- Payroll: 23,710 CAD
- Rent and occupancy: 10,315 CAD
- Operating expenses and suppliers: 26,283 CAD
- Loan payment: 1,800 CAD

## Month end summary

- Net cash flow (approximate): 50,446 CAD
- Overdraft events this month: Yes

These figures are a synthetic summary and do not include every transaction.
"
D002303,C0411,bank_statement,2024-09-28T04:43:46,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Prime Tech
Region: Quebec

## Cash inflows

- Sales deposits: 104,746 CAD

## Cash outflows

- Payroll: 23,948 CAD
- Rent and occupancy: 9,506 CAD
- Operating expenses and suppliers: 12,990 CAD
- Loan payment: 1,800 CAD

## Month end summary

- Net cash flow (approximate): 56,502 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002304,C0411,underwriting_memo,2025-05-09T04:43:46,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Prime Tech
Loan product: Equipment Loan
Requested amount: 208,107 CAD
Reported annual revenue: 1,289,356 CAD
Internal risk rating: 3 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 0

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Risk profile is currently assessed as low.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D002305,C0411,compliance_summary,2025-01-29T04:43:46,Compliance Summary,en,markdown,"# Compliance Summary

Business: Prime Tech
Region: Quebec
Relationship length: 2.2 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002306,C0412,financial_statement,2023-09-22T04:45:00,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Prime Enterprises
Industry: Tech Startup
Reported annual revenue: 461,506 CAD

## Income Statement (simplified)

- Revenue: 461,506 CAD
- Cost of goods sold: 212,593 CAD
- Payroll: 115,823 CAD
- Rent and occupancy: 37,864 CAD
- Other operating expenses: 66,876 CAD

**EBITDA (approximate): 28,350 CAD**

## Notes

- Loan request under review: 44,471 CAD
- Figures are rounded and based on management provided statements.
"
D002307,C0412,tax_return,2024-11-12T04:45:00,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Prime Enterprises
Region: Ontario
Tax year: 2024

## Income

- Gross business income: 461,506 CAD

## Deductions and expenses

- Deductible expenses: 277,590 CAD
- Taxable income: 183,916 CAD

## Tax computation

- Applied tax rate: 23%
- Tax due: 42,300 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002308,C0412,bank_statement,2023-12-07T04:45:00,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Prime Enterprises
Region: Ontario

## Cash inflows

- Sales deposits: 46,349 CAD

## Cash outflows

- Payroll: 14,760 CAD
- Rent and occupancy: 2,520 CAD
- Operating expenses and suppliers: 11,124 CAD
- Loan payment: 388 CAD

## Month end summary

- Net cash flow (approximate): 17,557 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002309,C0412,bank_statement,2024-11-10T04:45:00,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Prime Enterprises
Region: Ontario

## Cash inflows

- Sales deposits: 43,576 CAD

## Cash outflows

- Payroll: 9,153 CAD
- Rent and occupancy: 3,150 CAD
- Operating expenses and suppliers: 7,335 CAD
- Loan payment: 388 CAD

## Month end summary

- Net cash flow (approximate): 23,550 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002310,C0412,underwriting_memo,2023-12-02T04:45:00,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Prime Enterprises
Loan product: Government-Backed Loan
Requested amount: 44,471 CAD
Reported annual revenue: 461,506 CAD
Internal risk rating: 3 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 1

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Risk profile is currently assessed as low.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D002311,C0412,compliance_summary,2024-06-03T04:45:00,Compliance Summary,en,markdown,"# Compliance Summary

Business: Prime Enterprises
Region: Ontario
Relationship length: 9.9 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002312,C0413,financial_statement,2024-02-01T04:47:23,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Prime Builders
Industry: E-commerce
Reported annual revenue: 137,580 CAD

## Income Statement (simplified)

- Revenue: 137,580 CAD
- Cost of goods sold: 61,692 CAD
- Payroll: 22,191 CAD
- Rent and occupancy: 9,889 CAD
- Other operating expenses: 23,336 CAD

**EBITDA (approximate): 20,472 CAD**

## Notes

- Loan request under review: 127,681 CAD
- Figures are rounded and based on management provided statements.
"
D002313,C0413,tax_return,2024-02-27T04:47:23,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Prime Builders
Region: Atlantic
Tax year: 2024

## Income

- Gross business income: 137,580 CAD

## Deductions and expenses

- Deductible expenses: 87,611 CAD
- Taxable income: 49,969 CAD

## Tax computation

- Applied tax rate: 18%
- Tax due: 8,994 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002314,C0413,bank_statement,2023-10-09T04:47:23,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Prime Builders
Region: Atlantic

## Cash inflows

- Sales deposits: 12,700 CAD

## Cash outflows

- Payroll: 3,919 CAD
- Rent and occupancy: 1,076 CAD
- Operating expenses and suppliers: 2,505 CAD
- Loan payment: 1,021 CAD

## Month end summary

- Net cash flow (approximate): 4,179 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002315,C0413,underwriting_memo,2024-04-19T04:47:23,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Prime Builders
Loan product: Equipment Loan
Requested amount: 127,681 CAD
Reported annual revenue: 137,580 CAD
Internal risk rating: 5 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 0

## Leverage and capacity

- Requested amount is moderate relative to reported revenue.
- Risk profile is moderate with a few points to clarify.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D002316,C0413,compliance_summary,2024-03-18T04:47:23,Compliance Summary,en,markdown,"# Compliance Summary

Business: Prime Builders
Region: Atlantic
Relationship length: 5.1 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D002317,C0414,financial_statement,2024-08-06T04:49:35,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Green Logistics
Industry: Logistics
Reported annual revenue: 4,615,720 CAD

## Income Statement (simplified)

- Revenue: 4,615,720 CAD
- Cost of goods sold: 3,108,924 CAD
- Payroll: 1,010,383 CAD
- Rent and occupancy: 530,169 CAD
- Other operating expenses: 351,921 CAD

**EBITDA (approximate): -385,677 CAD**

## Notes

- Loan request under review: 268,336 CAD
- Figures are rounded and based on management provided statements.
"
D002318,C0414,tax_return,2024-11-06T04:49:35,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Green Logistics
Region: Territories
Tax year: 2024

## Income

- Gross business income: 4,615,720 CAD

## Deductions and expenses

- Deductible expenses: 3,607,242 CAD
- Taxable income: 1,008,478 CAD

## Tax computation

- Applied tax rate: 18%
- Tax due: 181,526 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D002319,C0414,bank_statement,2025-04-20T04:49:35,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Green Logistics
Region: Territories

## Cash inflows

- Sales deposits: 373,829 CAD

## Cash outflows

- Payroll: 81,409 CAD
- Rent and occupancy: 33,460 CAD
- Operating expenses and suppliers: 70,098 CAD
- Loan payment: 1,449 CAD

## Month end summary

- Net cash flow (approximate): 187,413 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D002320,C0414,bank_statement,2024-06-03T04:49:35,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Green Logistics
Region: Territories

## Cash inflows

- Sales deposits: 393,265 CAD

## Cash outflows

- Payroll: 102,549 CAD
- Rent and occupancy: 26,955 CAD
- Operating expenses and suppliers: 42,753 CAD
- Loan payment: 1,449 CAD

## Month end summary

- Net cash flow (approximate): 219,559 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
